Từ ngày: 2000-1-1
Đến ngày: 2000-1-1

Mã Giao Dịch			Thời Gian Giao Dịch			Tổng Tiền			Phương Thức Thanh Toán			Mã Nhân Viên			
1				2024-05-21 10:00:00				500000.0				Thẻ				2				
2				2024-05-22 11:00:00				200000.0				Tiền mặt				2				
3				2024-06-02 21:08:40				322331.0				Tiền mặt				1				
4				2024-06-03 11:21:20				0.0				Tiền mặt				1				
5				2024-06-03 11:22:10				424553.0				Tiền mặt				1				
6				2024-06-03 11:22:15				424553.0				Tiền mặt				1				
7				2024-06-03 11:54:39				526775.0				Tiền mặt				1				
8				2024-06-03 14:34:29				674553.0				Tiền mặt				1				
9				2024-06-03 14:53:11				674553.0				Tiền mặt				1				
10				2024-06-04 08:57:52				0.0				Tiền mặt				1				
11				2024-06-04 08:58:18				0.0				Tiền mặt				1				
12				2024-06-04 08:58:59				946773.0				Tiền mặt				1				
13				2024-06-04 09:27:54				0.0				Tiền mặt				1				
14				2024-06-04 12:29:52				974775.0				Tiền mặt				1				
15				2024-06-05 18:43:58				1348995.0				Tiền mặt				1				
16				2024-06-05 18:46:27				50111.0				Tiền mặt				1				
17				2024-06-05 19:18:37				50111.0				Tiền mặt				1				
18				2024-06-05 21:09:10				50111.0				Tiền mặt				1				
19				2024-06-05 21:20:19				124442.0				Tiền mặt				1				
20				2024-06-06 21:59:17				222.0				Tiền mặt				1				
21				2024-06-06 22:00:00				52333.0				Tiền mặt				1				
22				2024-06-09 08:39:20				50000.0				Tiền mặt				1				

Tổng doanh thu:	7395191.0
